venue_id,canonical_name,venue_type,city,city_source,state,lat,lng,opened_date,closed_date,capacity,wikidata_qid,osm_id,spine_source,coord_delta_km,in_scope,name_is_ambiguous,alias_count,dated_alias_count,all_aliases
wd-Q5583178,Goodall Park,other,Sanford,incorporated_places,ME,43.436286,-70.777096,1915-05-29,,950,Q5583178,,wikidata,,False,False,1,0,Goodall Park
wd-Q559549,United States Naval Academy,other,Naval Academy,census_designated_places,MD,38.9825,-76.485,1845-10-10,,,Q559549,,wikidata,,False,True,9,0,United States Naval Academy | Annapolis | Annapolis Naval Academy | Naval Academy | U.S. Naval Academy | U.S. Naval Academy at Annapolis | US Naval Academy | USNA | United States Navy Academy
wd-Q560209,Superior Dome,stadium,Marquette,incorporated_places,MI,46.56,-87.393611111,1991-01-01,,8000,Q560209,way/159111775,wikidata,0.034,True,False,1,0,Superior Dome
wd-Q564589,Los Angeles Convention Center,convention_center,Los Angeles,incorporated_places,CA,34.0397,-118.27,1971-01-01,,,Q564589,,wikidata,,True,False,2,0,Los Angeles Convention Center | LACC
wd-Q573848,Colorado Convention Center,convention_center,Denver,incorporated_places,CO,39.7419,-104.996,,,,Q573848,,wikidata,,True,False,2,0,Colorado Convention Center | CCC
wd-Q574113,North Charleston Coliseum,arena,North Charleston,incorporated_places,SC,32.8656,-80.0224,,,13295,Q574113,way/190679013,wikidata,0.005,True,False,1,0,North Charleston Coliseum
wd-Q574140,Sacramento Convention Center Complex,stadium,Sacramento,incorporated_places,CA,38.5783,-121.489,,,,Q574140,,wikidata,,True,False,1,0,Sacramento Convention Center Complex
wd-Q575662,Naval War College,other,Newport,incorporated_places,RI,41.506667,-71.328889,1884-01-01,,,Q575662,,wikidata,,False,True,6,0,Naval War College | NWC | U.S. Naval War College | US Naval War College | USNWC | United States Naval War College
wd-Q5583470,Goodman Stadium,stadium,Bethlehem,incorporated_places,PA,40.5889,-75.3553,1988-10-01,,16000,Q5583470,relation/6663770,wikidata,0.02,True,False,1,0,Goodman Stadium
wd-Q5583673,Goodwin Field,other,Fullerton,incorporated_places,CA,33.886625,-117.885479,1992-01-01,,3500,Q5583673,,wikidata,,False,False,1,0,Goodwin Field
wd-Q5583691,Goodwin Stadium,stadium,Tempe,incorporated_places,AZ,33.41566667,-111.93413333,1936-01-01,1976-01-01,15000,Q5583691,,wikidata,,True,False,1,0,Goodwin Stadium
wd-Q5586122,Gore Mountain,ski_resort,,no_place,NY,43.6722,-74.0069,,,,Q5586122,,wikidata,,False,False,1,0,Gore Mountain
wd-Q5587459,Goss Stadium at Coleman Field,other,Corvallis,incorporated_places,OR,44.5632,-123.2776,1907-01-01,,3587,Q5587459,,wikidata,,False,False,2,0,Goss Stadium at Coleman Field | Goss Stadium
wd-Q5589779,Fortera Stadium,stadium,Clarksville,incorporated_places,TN,36.536111,-87.352778,,,10000,Q5589779,relation/7677712,wikidata,0.03,True,False,2,0,Fortera Stadium | Governors Stadium
wd-Q5593268,Graham Stadium,stadium,Martin,incorporated_places,TN,36.34489,-88.861091,1964-09-26,,8500,Q5593268,,wikidata,,True,False,1,0,Graham Stadium
wd-Q5593520,Grainger Stadium,other,Kinston,incorporated_places,NC,35.27,-77.574167,1949-04-21,,4100,Q5593520,,wikidata,,False,False,1,0,Grainger Stadium
wd-Q5593612,Grambling Stadium,other,Grambling,wikidata_unverified,LA,,,,,18000,Q5593612,,wikidata,,True,False,1,0,Grambling Stadium
wd-Q5594601,Grand Haven Golf Club,other,,no_place,MI,42.9972,-86.2111,,,,Q5594601,,wikidata,,False,False,1,0,Grand Haven Golf Club
wd-Q5595130,Grand Targhee Resort,ski_resort,,no_place,WY,43.7928,-110.959,,,,Q5595130,way/952802401,wikidata,1.58,False,False,1,0,Grand Targhee Resort
wd-Q5595309,Astound Broadband Stadium,stadium,Midland,incorporated_places,TX,31.9884,-102.1522,2002-01-01,,18000,Q5595309,way/171678949,wikidata,0.201,True,False,1,0,Astound Broadband Stadium
wd-Q5595367,Grande Sports World,other,Casa Grande,incorporated_places,AZ,32.880539,-111.84466,2010-01-01,,,Q5595367,,wikidata,,False,False,1,0,Grande Sports World
wd-Q5595588,Grandview Speedway,racetrack,,no_place,PA,40.373,-75.61,,,,Q5595588,,wikidata,,True,False,1,0,Grandview Speedway
wd-Q5595863,Granite Gorge Ski Area,ski_resort,,no_place,NH,42.9708,-72.2122,,,,Q5595863,,wikidata,,False,False,1,0,Granite Gorge Ski Area
wd-Q5595907,Granite Peak Ski Area,ski_resort,Rib Mountain,incorporated_places,WI,44.9286,-89.6825,,,,Q5595907,,wikidata,,False,False,1,0,Granite Peak Ski Area
wd-Q5595978,Granlibakken,ski_resort,Sunnyside-Tahoe City,census_designated_places,CA,39.1556,-120.155,,,,Q5595978,,wikidata,,False,False,1,0,Granlibakken
wd-Q5606946,Gregory Gymnasium,arena,Austin,incorporated_places,TX,30.2842,-97.7365,1930-01-01,,4000,Q5606946,way/31962470,wikidata,0.031,True,False,1,0,Gregory Gymnasium
wd-Q5607586,Gresham Motorsports Park,racetrack,,no_place,GA,34.1667,-83.5525,,,,Q5607586,,wikidata,,True,False,4,0,Gresham Motorsports Park | Georgia International Speedway | Jefco Speedway | Peach State Speedway
wd-Q5608494,Greystone Golf & Country Club,other,Hoover,incorporated_places,AL,33.4296,-86.6508,,,,Q5608494,,wikidata,,False,False,1,0,Greystone Golf & Country Club
wd-Q5608495,Greystone Golf Course,golf_course,,no_place,MD,39.6339,-76.6061,,,,Q5608495,,wikidata,,False,False,1,0,Greystone Golf Course
wd-Q5608971,Griggs Field at James S. Malosky Stadium,stadium,Duluth,incorporated_places,MN,46.819444,-92.079722,,,,Q5608971,,wikidata,,True,False,3,0,Griggs Field at James S. Malosky Stadium | James Malosky Stadium | James S. Malosky Stadium
wd-Q5609644,Grisham Stadium,stadium,Carrollton,incorporated_places,GA,33.5643,-85.0817,1981-01-01,,,Q5609644,,wikidata,,True,False,1,0,Grisham Stadium
wd-Q5610471,Gross Memorial Coliseum,arena,Hays,incorporated_places,KS,38.8717,-99.3483,,,,Q5610471,way/371847619,wikidata,0.014,True,False,1,0,Gross Memorial Coliseum
wd-Q5610561,Grosse Pointe Yacht Club,recreation,Village of Grosse Pointe Shores,incorporated_places,MI,42.434882,-82.872055,1928-01-01,,,Q5610561,,wikidata,,False,False,1,0,Grosse Pointe Yacht Club
wd-Q5591330,Grace P. Johnson Stadium,stadium,,no_place,NC,34.6893,-79.2049,,,4000,Q5591330,,wikidata,,True,True,3,0,Grace P. Johnson Stadium | Grace Johnson Stadium | UNC Pembroke Stadium
wd-Q5592114,Grady Cole Center,arena,Charlotte,incorporated_places,NC,35.2182,-80.8283,1956-07-16,,3000,Q5592114,way/479385064,wikidata,0.13,True,False,1,0,Grady Cole Center
wd-Q5592149,Eddie S Henderson Stadium,other,Atlanta,incorporated_places,GA,33.7808,-84.37,1948-01-01,,6500,Q5592149,,wikidata,,True,False,1,0,Eddie S Henderson Stadium
wd-Q5597917,Gravesend Race Track,other,New York,incorporated_places,NY,40.6011,-73.9694,1886-01-01,1922-01-01,,Q5597917,,wikidata,,False,False,1,0,Gravesend Race Track
wd-Q5598056,Gravity Park USA,racetrack,,no_place,WI,44.0584,-88.1667,,,,Q5598056,relation/14277058,wikidata,0.396,True,False,1,0,Gravity Park USA
wd-Q5598423,Grayson Stadium,other,Savannah,incorporated_places,GA,32.044722,-81.078889,,,4000,Q5598423,,wikidata,,False,False,1,0,Grayson Stadium
wd-Q5598451,Gray–Minor Stadium,other,Lexington,incorporated_places,VA,37.792096,-79.440183,,,1400,Q5598451,way/1273404466,wikidata,0.04,False,False,1,0,Gray–Minor Stadium
wd-Q5598742,Great Bear Recreation Park,ski_resort,Sioux Falls,incorporated_places,SD,43.5821,-96.665,,,,Q5598742,,wikidata,,False,False,1,0,Great Bear Recreation Park
wd-Q5598754,Great Bend High School Memorial Stadium,stadium,Great Bend,incorporated_places,KS,38.371667,-98.771111,,,,Q5598754,,wikidata,,True,False,1,0,Great Bend High School Memorial Stadium
wd-Q5599069,Great Divide Snowsports,ski_resort,Marysville,census_designated_places,MT,46.7497,-112.304,,,,Q5599069,,wikidata,,False,False,1,0,Great Divide Snowsports
wd-Q5599482,Great Lakes Sports City Superior Arena,other,Fraser,incorporated_places,MI,42.548571,-82.9563,,,3400,Q5599482,,wikidata,,False,False,1,0,Great Lakes Sports City Superior Arena
wd-Q5599770,Great Plains Coliseum,other,Lawton,incorporated_places,OK,34.5991,-98.4189,,,,Q5599770,,wikidata,,False,False,1,0,Great Plains Coliseum
wd-Q5611379,Grove City Christian School,other,Grove City,incorporated_places,OH,39.8661,-83.0694,1990-01-01,,,Q5611379,,wikidata,,False,False,1,0,Grove City Christian School
wd-Q5611525,Grover Cleveland Golf Course,golf_course,,no_place,NY,42.9728,-78.7272,,,,Q5611525,,wikidata,,False,False,1,0,Grover Cleveland Golf Course
wd-Q5602662,Green Hills Country Club,other,Millbrae,incorporated_places,CA,37.605,-122.408,,,,Q5602662,,wikidata,,False,False,1,0,Green Hills Country Club
wd-Q5602886,Green Mountain Arena,other,,no_place,VT,44.56777778,-72.60944444,,,1000,Q5602886,,wikidata,,False,False,1,0,Green Mountain Arena
wd-Q5603756,Greenbrier Military School,other,Lewisburg,incorporated_places,WV,37.8039,-80.4378,1812-01-01,1972-01-01,,Q5603756,,wikidata,,False,False,1,0,Greenbrier Military School
wd-Q5604125,Greenhill School,other,Addison,incorporated_places,TX,32.942335,-96.844059,1950-01-01,,,Q5604125,,wikidata,,False,False,1,0,Greenhill School
wd-Q5604292,Greenlee Field,other,Pittsburgh,incorporated_places,PA,40.4514,-79.9727,,,7500,Q5604292,,wikidata,,True,False,1,0,Greenlee Field
wd-Q5604710,Greenville Memorial Auditorium,arena,Greenville,incorporated_places,SC,34.8517,-82.3939,1958-01-01,1997-01-01,,Q5604710,,wikidata,,True,False,1,0,Greenville Memorial Auditorium
wd-Q5604732,Greenville Stadium,other,Greenville,incorporated_places,AL,31.8298,-86.6077,,,,Q5604732,,wikidata,,False,False,1,0,Greenville Stadium
wd-Q5604777,Greenway Avenue Stadium,stadium,Cumberland,incorporated_places,MD,39.6425,-78.7483,,,,Q5604777,node/4453547624,wikidata,0.012,True,False,1,0,Greenway Avenue Stadium
wd-Q5605129,Greer Field at Turchin Stadium,other,New Orleans,incorporated_places,LA,29.9464,-90.11568,,,5000,Q5605129,,wikidata,,True,False,1,0,Greer Field at Turchin Stadium
wd-Q5619412,Gunstock Mountain Resort,ski_resort,,no_place,NH,43.5414,-71.3675,,,,Q5619412,,wikidata,,False,False,1,0,Gunstock Mountain Resort
wd-Q5604984,Greenwood Baseball Field,other,Asheville,incorporated_places,NC,35.617253,-82.570561,1988-01-01,,300,Q5604984,,wikidata,,False,False,1,0,Greenwood Baseball Field
wd-Q5605064,Greenwood Roadway,racetrack,,no_place,IA,41.254,-93.4956,,,,Q5605064,,wikidata,,True,False,1,0,Greenwood Roadway
wd-Q5615408,Guidant John Rose Minnesota Oval,arena,Roseville,incorporated_places,MN,45.0216,-93.1513,,,,Q5615408,,wikidata,,True,False,1,0,Guidant John Rose Minnesota Oval
wd-Q5617459,Gulf Coast Military Academy,recreation,Gulfport,incorporated_places,MS,30.3881,-89.0167,,,,Q5617459,,wikidata,,False,False,1,0,Gulf Coast Military Academy
wd-Q5617636,Gulfstream Park,other,Hallandale Beach,incorporated_places,FL,25.9785,-80.138,,,,Q5617636,,wikidata,,False,False,2,0,Gulfstream Park | Gulfstream Park Race Course
wd-Q5628054,H. Alvin Brown–C. C. Stroud Field,other,Natchitoches,incorporated_places,LA,31.747005,-93.093923,1939-04-01,,1200,Q5628054,,wikidata,,False,False,1,0,H. Alvin Brown–C. C. Stroud Field
wd-Q5628347,"H. L. ""Hub"" Hollis Field",stadium,Paris,incorporated_places,TX,33.64504,-95.53068,,,1000,Q5628347,,wikidata,,True,False,1,0,"H. L. ""Hub"" Hollis Field"
wd-Q5628830,H2Oasis Indoor Waterpark,aquatic_center,Anchorage,incorporated_places,AK,61.1212,-149.854,,,,Q5628830,,wikidata,,False,False,1,0,H2Oasis Indoor Waterpark
wd-Q5628950,LECOM Harborcenter,other,Buffalo,incorporated_places,NY,42.8766,-78.8767,2014-11-01,,,Q5628950,way/626433724,wikidata,0.018,False,False,2,0,LECOM Harborcenter | HarborCenter
wd-Q5636057,HTC Center,other,Conway,incorporated_places,SC,33.7992,-79.0156,2012-08-01,,3212,Q5636057,way/387178509,wikidata,0.019,False,False,1,0,HTC Center
wd-Q5636556,Haas Pavilion,other,Berkeley,incorporated_places,CA,37.8694,-122.262,,,11877,Q5636556,way/24025440,wikidata,0.017,True,False,1,0,Haas Pavilion
wd-Q5638522,Hagan Arena,arena,Philadelphia,incorporated_places,PA,39.995277777,-75.234722222,1949-11-11,,3200,Q5638522,,wikidata,,True,False,1,0,Hagan Arena
wd-Q5638587,Hagemeister Park,stadium,Green Bay,incorporated_places,WI,44.5069,-87.9926,,1923-01-01,,Q5638587,,wikidata,,True,False,1,0,Hagemeister Park
wd-Q5639099,Haight Street Grounds,other,San Francisco,incorporated_places,CA,37.76754722,-122.45151667,1887-04-01,,,Q5639099,,wikidata,,False,False,1,0,Haight Street Grounds
wd-Q5640913,Hal Robertson Field at Phillip Satow Stadium,other,New York,incorporated_places,NY,40.873401,-73.915254,1923-01-01,,1500,Q5640913,,wikidata,,False,False,1,0,Hal Robertson Field at Phillip Satow Stadium
wd-Q5641644,Half Acre Gym,arena,Laramie,incorporated_places,WY,41.312778,-105.578889,1928-01-25,,4000,Q5641644,way/242729008,wikidata,0.044,True,False,1,0,Half Acre Gym
wd-Q5642923,Hallett Motor Racing Circuit,racetrack,,no_place,OK,36.2211,-96.5931,,,,Q5642923,,wikidata,,True,False,1,0,Hallett Motor Racing Circuit
wd-Q5643532,Halsey Field House,other,Naval Academy,census_designated_places,MD,38.9778,-76.4842,1957-01-01,,5000,Q5643532,way/61694560,wikidata,0.009,True,False,1,0,Halsey Field House
wd-Q5643621,Halton-Wagner Tennis Complex,other,Charlotte,incorporated_places,NC,35.305497,-80.738094,2011-01-21,,,Q5643621,relation/16294536,wikidata,0.215,False,False,1,0,Halton-Wagner Tennis Complex
wd-Q5644935,Hamilton Field House,arena,Edmond,incorporated_places,OK,35.6601,-97.4717,1965-01-08,,,Q5644935,,wikidata,,True,False,1,0,Hamilton Field House
wd-Q5644941,Hamilton Fish Park Pool,aquatic_center,New York,incorporated_places,NY,40.7197,-73.9808,,,,Q5644941,,wikidata,,False,False,1,0,Hamilton Fish Park Pool
wd-Q5645089,Hamilton Park,stadium,New Haven,incorporated_places,CT,41.3224,-72.9542,,,,Q5645089,,wikidata,,True,False,1,0,Hamilton Park
wd-Q5645778,Hammerstein Ballroom,amphitheater,New York,incorporated_places,NY,40.752908,-73.994189,1906-01-01,,,Q5645778,,wikidata,,True,False,1,0,Hammerstein Ballroom
wd-Q5645831,Hammond Civic Center,arena,Hammond,incorporated_places,IN,41.6075,-87.5129,,,,Q5645831,,wikidata,,True,True,2,0,Hammond Civic Center | Civic Auditorium
wd-Q5645862,Hammond Stadium,other,,no_place,FL,26.538333,-81.841944,1991-03-07,,7500,Q5645862,way/265069349,wikidata,0.019,True,False,1,0,Hammond Stadium
wd-Q5645884,Hammons Student Center,arena,Springfield,incorporated_places,MO,37.2022,-93.2844,,,,Q5645884,,wikidata,,True,False,1,0,Hammons Student Center
wd-Q5645885,Route 66 Stadium,ballpark,Springfield,incorporated_places,MO,37.211111111,-93.279722222,2004-04-02,,7986,Q5645885,way/23897195,wikidata,0.043,True,False,2,0,Route 66 Stadium | Hammons Field
wd-Q5646168,Hampton Coliseum,arena,Hampton,incorporated_places,VA,37.0347,-76.3813,1969-12-01,,13800,Q5646168,,wikidata,,True,False,2,0,Hampton Coliseum | Hampton Roads Coliseum
wd-Q5646174,Hampton Convocation Center,arena,Hampton,incorporated_places,VA,37.0197,-76.3311,1993-09-12,,7200,Q5646174,way/388346955,wikidata,0.017,True,False,1,0,Hampton Convocation Center
wd-Q5646446,Hamtramck Stadium,other,Hamtramck,incorporated_places,MI,42.389722,-83.050833,,,,Q5646446,way/483608758,wikidata,0.017,False,False,1,0,Hamtramck Stadium
wd-Q5647453,Handlan's Park,ballpark,St. Louis,incorporated_places,MO,38.6336,-90.2328,,,,Q5647453,,wikidata,,True,False,2,0,Handlan's Park | Handlan Park
wd-Q5647892,Hangar,other,Lancaster,incorporated_places,CA,34.702811,-118.172972,1996-04-16,,4600,Q5647892,,wikidata,,False,True,3,0,Hangar | Clear Channel Stadium | Lancaster Municipal Stadium
wd-Q5648312,Hank DeVincent Field,other,Philadelphia,incorporated_places,PA,40.0364,-75.1534,,,1000,Q5648312,,wikidata,,False,False,1,0,Hank DeVincent Field
wd-Q5649097,Hanner Fieldhouse,other,Statesboro,incorporated_places,GA,32.4278,-81.7794,,,,Q5649097,,wikidata,,False,False,1,0,Hanner Fieldhouse
wd-Q5649374,Hanover Country Club,golf_course,Hanover,census_designated_places,NH,43.7158,-72.2775,,,,Q5649374,,wikidata,,False,False,1,0,Hanover Country Club
wd-Q5654884,Harbour Town Golf Links,golf_course,Hilton Head Island,incorporated_places,SC,32.136,-80.81,,,,Q5654884,4813858,wikidata,,False,False,1,0,Harbour Town Golf Links
wd-Q5655372,Hard Rock Live,other,Orlando,incorporated_places,FL,28.4735637,-81.4676507,,,5500,Q5655372,,wikidata,,True,False,1,0,Hard Rock Live
wd-Q5655819,Hardee's Iceplex,other,Chesterfield,incorporated_places,MO,38.67081,-90.58356,1995-01-01,,2200,Q5655819,,wikidata,,False,False,1,0,Hardee's Iceplex
wd-Q5655918,Harder Stadium,stadium,University of California-Santa Barbara,census_designated_places,CA,34.4204,-119.854,,,17000,Q5655918,way/466470269,wikidata,0.045,True,False,1,0,Harder Stadium
wd-Q5665786,Harrison Park,ballpark,Harrison,incorporated_places,NJ,40.7399,-74.1581,,1923-01-01,,Q5665786,,wikidata,,True,False,2,0,"Harrison Park | Harrison Park, NJ"
wd-Q5666735,Harry & David Field,other,Medford,incorporated_places,OR,42.303202,-122.847297,2005-01-01,,2178,Q5666735,,wikidata,,False,False,1,0,Harry & David Field
wd-Q5666781,Harry A. Gampel Pavilion,arena,Storrs,census_designated_places,CT,41.8053,-72.2542,1990-01-21,,10167,Q5666781,way/31432673,wikidata,0.017,True,False,2,1,Harry A. Gampel Pavilion | Gampel Pavilion
wd-Q5667723,Harry C. Pohlman Field,other,Beloit,incorporated_places,WI,42.53539,-89.007947,1982-04-14,,3501,Q5667723,way/627893683,wikidata,0.043,False,False,1,0,Harry C. Pohlman Field
wd-Q5669316,Harry Grove Stadium,other,Frederick,incorporated_places,MD,39.401389,-77.413333,1990-04-19,,5500,Q5669316,way/183092379,wikidata,0.051,True,False,1,0,Harry Grove Stadium
wd-Q5638002,Hadlock Field,other,Portland,incorporated_places,ME,43.656944444,-70.278333333,1994-04-18,,7368,Q5638002,way/1230209730,wikidata,0.026,True,False,1,0,Hadlock Field
wd-Q5650365,Hans L'Orange Field,other,Waipahu,census_designated_places,HI,21.3894,-158.006,,,,Q5650365,way/178753196,wikidata,0.083,False,False,1,0,Hans L'Orange Field
wd-Q5651056,Greater Zion Stadium,other,St. George,incorporated_places,UT,37.0994,-113.567,1985-01-01,,,Q5651056,,wikidata,,False,False,3,0,Greater Zion Stadium | Hansen Stadium | Trailblazer Stadium
wd-Q5651191,Hanson Field,stadium,Macomb,incorporated_places,IL,40.4684,-90.6842,1950-01-01,,17168,Q5651191,,wikidata,,True,False,1,0,Hanson Field
wd-Q5656339,Hardt Field,ballpark,Bakersfield,incorporated_places,CA,35.3469,-119.1069,,,900,Q5656339,,wikidata,,True,False,1,0,Hardt Field
wd-Q5656707,Hare Field,stadium,Hillsboro,incorporated_places,OR,45.528779,-122.973361,1965-01-01,,5000,Q5656707,relation/15100537,wikidata,0.095,True,False,1,0,Hare Field
wd-Q5657009,Harford Sports Complex,other,,no_place,MD,39.5566,-76.2837,,,,Q5657009,,wikidata,,False,False,1,0,Harford Sports Complex
wd-Q5657053,Hargrave Military Academy,other,Chatham,incorporated_places,VA,36.8317,-79.4019,1909-01-01,,,Q5657053,,wikidata,,False,False,1,0,Hargrave Military Academy
wd-Q5658569,Harlem Race Track,racetrack,Forest Park,incorporated_places,IL,41.861111111,-87.811666666,,,,Q5658569,,wikidata,,True,False,1,0,Harlem Race Track
wd-Q5658633,Hunter Stadium,stadium,St. Charles,incorporated_places,MO,38.7866,-90.5019,,,6000,Q5658633,,wikidata,,True,True,3,0,Hunter Stadium | Harlen Huntr Stadium | Lindenwood Stadium
wd-Q5661396,Harold Kraft Memorial Field,other,Grand Forks,incorporated_places,ND,47.9014,-97.0636,,,2000,Q5661396,,wikidata,,False,False,1,0,Harold Kraft Memorial Field
wd-Q5664634,Harrington Raceway & Casino,other,,no_place,DE,38.915,-75.5749,,,,Q5664634,,wikidata,,False,False,1,0,Harrington Raceway & Casino
wd-Q5674981,Hartman Arena,other,Park City,incorporated_places,KS,37.831,-97.33,2009-01-01,,5000,Q5674981,,wikidata,,True,False,1,0,Hartman Arena
wd-Q5679213,Haskell Memorial Stadium,stadium,Lawrence,incorporated_places,KS,38.940556,-95.230278,1926-01-01,,11000,Q5679213,way/865203093,wikidata,0.027,True,False,1,0,Haskell Memorial Stadium
wd-Q5682392,Haugen Hill,ski_resort,Dillon,incorporated_places,CO,39.623055555,-106.032222222,,,,Q5682392,,wikidata,,False,False,1,0,Haugen Hill
wd-Q5683161,Havasu 95 Speedway,racetrack,Lake Havasu City,incorporated_places,AZ,34.446,-114.249,,,,Q5683161,,wikidata,,True,False,1,0,Havasu 95 Speedway
wd-Q5684078,Havre de Grace Racetrack,racetrack,Havre de Grace,incorporated_places,MD,39.5331,-76.1042,,,,Q5684078,,wikidata,,True,False,1,0,Havre de Grace Racetrack
wd-Q5685347,Hawley Field,other,Morgantown,incorporated_places,WV,39.6507,-79.9848,1971-01-01,,1500,Q5685347,,wikidata,,False,False,1,0,Hawley Field
wd-Q5685645,Hawthorne Race Course,other,Stickney,incorporated_places,IL,41.827,-87.744,,,,Q5685645,way/1303357517,wikidata,0.382,False,False,1,0,Hawthorne Race Course
wd-Q5687987,Hazel Park Raceway,other,Hazel Park,incorporated_places,MI,42.4736,-83.0864,,,,Q5687987,,wikidata,,False,False,1,0,Hazel Park Raceway
wd-Q5690775,Health and Sports Center,arena,Kearney,incorporated_places,NE,40.7002,-99.1,,,,Q5690775,,wikidata,,True,False,1,0,Health and Sports Center
wd-Q5691689,Hearnes Center,arena,Columbia,incorporated_places,MO,38.9343,-92.3306,1972-08-04,,13611,Q5691689,way/136870465,wikidata,0.001,True,False,1,0,Hearnes Center
wd-Q5698260,Hefner Soccer Complex,other,Fort Wayne,incorporated_places,IN,41.1194,-85.1158,,,,Q5698260,,wikidata,,False,False,1,0,Hefner Soccer Complex
wd-Q5698676,Heidelberg Raceway,racetrack,,no_place,PA,40.387,-80.0943,,,,Q5698676,,wikidata,,True,False,1,0,Heidelberg Raceway
wd-Q5713421,Henderson Stadium,stadium,Alcorn State University,census_designated_places,MS,31.875833,-91.138333,1925-01-01,,10000,Q5713421,,wikidata,,True,True,1,0,Henderson Stadium
wd-Q5713423,Henderson Stadium,stadium,Macon-Bibb County,incorporated_places,GA,32.8232,-83.6769,,,,Q5713423,,wikidata,,True,True,1,0,Henderson Stadium
wd-Q5723526,"Henry I. Willet, Jr. Hall",other,Farmville,incorporated_places,VA,37.2973,-78.3957,1980-10-25,,,Q5723526,way/178560641,wikidata,0.029,False,False,1,0,"Henry I. Willet, Jr. Hall"
wd-Q5728600,Henry Stadium,stadium,Chapel Hill,incorporated_places,NC,35.907336,-79.042597,,2017-01-01,1086,Q5728600,,wikidata,,True,False,1,0,Henry Stadium
wd-Q5731949,Hepner–Bailey Field at Adamson Stadium,stadium,California,incorporated_places,PA,40.049119,-79.899166,,,6500,Q5731949,,wikidata,,True,False,3,0,Hepner–Bailey Field at Adamson Stadium | Adamson Stadium | California Vulcans football stadium
wd-Q5733115,Herb Parker Stadium,stadium,Minot,incorporated_places,ND,48.2483,-101.303,,,4500,Q5733115,,wikidata,,True,False,1,0,Herb Parker Stadium
wd-Q5735868,Herbert Wells Ice Arena,arena,College Park,incorporated_places,MD,38.9761,-76.9231,,,600,Q5735868,,wikidata,,True,False,1,0,Herbert Wells Ice Arena
wd-Q5741805,Hermitage Country Club,golf_course,,no_place,VA,37.64723,-77.70443,,,,Q5741805,4116659,wikidata,,False,False,1,0,Hermitage Country Club
wd-Q5741816,Hermitage High School,other,Laurel,census_designated_places,VA,37.6336,-77.5158,1952-01-01,,,Q5741816,,wikidata,,False,False,1,0,Hermitage High School
wd-Q5743135,Heroes Stadium,stadium,San Antonio,incorporated_places,TX,29.536862,-98.397826,2009-08-28,,11000,Q5743135,way/511392325,wikidata,0.006,True,False,1,0,Heroes Stadium
wd-Q5744510,Hershey Entertainment Complex,other,Hershey,census_designated_places,PA,40.2836,-76.6684,,,,Q5744510,,wikidata,,False,False,1,0,Hershey Entertainment Complex
wd-Q5746087,Hesperus Ski Area,ski_resort,,no_place,CO,37.2978,-108.055,,,,Q5746087,,wikidata,,False,False,1,0,Hesperus Ski Area
wd-Q5752020,Hidden Valley Ski Area,ski_resort,Wildwood,incorporated_places,MO,38.5356,-90.6529,,,,Q5752020,,wikidata,,False,False,1,0,Hidden Valley Ski Area
wd-Q5756210,High Point Raceway,racetrack,,no_place,PA,39.7346,-80.0071,,,,Q5756210,,wikidata,,True,False,1,0,High Point Raceway
wd-Q5758976,Highland Park Golf Course,golf_course,Birmingham,incorporated_places,AL,33.5108,-86.775,,,,Q5758976,,wikidata,,False,False,1,0,Highland Park Golf Course
wd-Q5763230,Hilliard Gates Sports Center,arena,Fort Wayne,incorporated_places,IN,41.119,-85.1076,1981-01-01,,,Q5763230,,wikidata,,True,False,1,0,Hilliard Gates Sports Center
wd-Q5719873,Henry County High School,other,McDonough,incorporated_places,GA,33.44919,-84.13351,1990-01-01,,,Q5719873,,wikidata,,False,False,1,0,Henry County High School
wd-Q5725795,Henry Memorial Center,arena,Washington,incorporated_places,PA,40.1725,-80.2423,,,2000,Q5725795,,wikidata,,True,False,1,0,Henry Memorial Center
wd-Q5738978,Heritage Park,other,,no_place,NY,42.740193,-73.816967,1982-01-01,2009-01-01,5500,Q5738978,,wikidata,,True,False,1,0,Heritage Park
wd-Q5739634,Herman Clark Stadium,stadium,Fort Worth,incorporated_places,TX,32.66754,-97.283099,1970-01-01,,12000,Q5739634,way/664422170,wikidata,0.015,True,False,1,0,Herman Clark Stadium
wd-Q5744507,Hershey Country Club,golf_course,Palmdale,census_designated_places,PA,40.2969,-76.6278,,,,Q5744507,,wikidata,,False,False,1,0,Hershey Country Club
wd-Q5744894,Herty Field,stadium,Athens-Clarke County unified government (balance),incorporated_places,GA,33.955962,-83.375588,1891-01-01,,,Q5744894,,wikidata,,True,False,1,0,Herty Field
wd-Q5751991,National Winter Activity Center,ski_resort,Highland Lakes,census_designated_places,NJ,41.1856,-74.4806,,,,Q5751991,,wikidata,,False,True,2,0,National Winter Activity Center | Hidden Valley
wd-Q5658895,Harlingen Field,ballpark,Harlingen,incorporated_places,TX,26.202777777,-97.71,,,,Q5658895,,wikidata,,True,False,1,0,Harlingen Field
wd-Q5659171,Harmon Stadium,other,Jacksonville,incorporated_places,FL,30.274505,-81.508759,1988-01-01,,1250,Q5659171,,wikidata,,False,False,1,0,Harmon Stadium
wd-Q5675057,Hartmeyer Ice Arena,other,Madison,incorporated_places,WI,43.10723,-89.36042,1960-01-01,,3500,Q5675057,,wikidata,,False,False,1,0,Hartmeyer Ice Arena
