venue_id,canonical_name,venue_type,city,city_source,state,lat,lng,opened_date,closed_date,capacity,wikidata_qid,osm_id,spine_source,coord_delta_km,in_scope,name_is_ambiguous,alias_count,dated_alias_count,all_aliases
wd-Q109564858,Kachemak Bay Lynx Golf,golf_course,Homer,wikidata_unverified,AK,,,,,,Q109564858,,wikidata,,False,False,1,0,Kachemak Bay Lynx Golf
wd-Q109564859,Kenai Golf Course,golf_course,Kenai,incorporated_places,AK,60.559925831,-151.188818401,,,,Q109564859,,wikidata,,False,False,1,0,Kenai Golf Course
wd-Q109564860,Mendenhall Golf Course,golf_course,Juneau,incorporated_places,AK,58.3681354,-134.6047671,,,,Q109564860,,wikidata,,False,False,1,0,Mendenhall Golf Course
wd-Q109564861,Moose Run Golf Course,golf_course,Anchorage,incorporated_places,AK,61.2338889,-149.6652778,,,,Q109564861,,wikidata,,False,False,1,0,Moose Run Golf Course
wd-Q109564862,Mount Fairweather Golf Course,golf_course,Gustavus,wikidata_unverified,AK,,,,,,Q109564862,,wikidata,,False,False,1,0,Mount Fairweather Golf Course
wd-Q109564863,Muskeg Meadows Golf Course,golf_course,Wrangell,incorporated_places,AK,56.47314,-132.35567,,,,Q109564863,,wikidata,,False,False,1,0,Muskeg Meadows Golf Course
wd-Q109564864,North Star Golf Club,golf_course,Fairbanks,wikidata_unverified,AK,,,,,,Q109564864,,wikidata,,False,False,1,0,North Star Golf Club
wd-Q109564865,Palmer Golf Course,golf_course,Palmer,incorporated_places,AK,61.5849793,-149.085216,,,,Q109564865,,wikidata,,False,False,1,0,Palmer Golf Course
wd-Q109564866,Par T Golf Course,golf_course,Anchorage,wikidata_unverified,AK,,,,,,Q109564866,,wikidata,,False,False,1,0,Par T Golf Course
wd-Q107377017,outdoorgym Smoker Family Park,recreation,Fort Lauderdale,incorporated_places,FL,26.116972,-80.139022,,,,Q107377017,,wikidata,,False,False,1,0,outdoorgym Smoker Family Park
wd-Q107378900,outdoor gym in Berry Lane Park,recreation,Jersey City,incorporated_places,NJ,40.711461,-74.069192,,,,Q107378900,,wikidata,,False,False,1,0,outdoor gym in Berry Lane Park
wd-Q107379005,outdoor gym St. Albans Park,recreation,New York,incorporated_places,NY,40.693472,-73.780037,,,,Q107379005,,wikidata,,False,False,1,0,outdoor gym St. Albans Park
wd-Q107379043,Macombs Dam Park Outdoor Fitness Gym,recreation,New York,incorporated_places,NY,40.827228,-73.929966,,,,Q107379043,,wikidata,,False,False,1,0,Macombs Dam Park Outdoor Fitness Gym
wd-Q107379112,Thomas Wolfe Auditorium,arena,Asheville,incorporated_places,NC,35.5974426,-82.5550994,1939-01-01,,,Q107379112,,wikidata,,True,True,3,0,Thomas Wolfe Auditorium | Asheville City Auditorium | Municipal Auditorium
wd-Q107445459,P. E. Monroe Auditorium,arena,Hickory,incorporated_places,NC,35.740933299,-81.326984058,,,,Q107445459,,wikidata,,True,False,3,0,P. E. Monroe Auditorium | Monroe Auditorium | PE Monroe Auditorium
wd-Q107533178,Camel's Back Park outdoor gym,recreation,Ada County,wikidata_unverified,ID,,,,,,Q107533178,,wikidata,,False,False,1,0,Camel's Back Park outdoor gym
wd-Q107533250,Fairgrounds Park outdoor gym,recreation,Hagerstown,incorporated_places,MD,39.644788356,-77.710471,,,,Q107533250,,wikidata,,False,False,1,0,Fairgrounds Park outdoor gym
wd-Q107546339,Burlington Country Club,golf_course,Burlington City,wikidata_unverified,NJ,,,1929-01-01,,,Q107546339,,wikidata,,False,False,1,0,Burlington Country Club
wd-Q107584102,Wisconsin Brewing Company Park,ballpark,Oconomowoc,incorporated_places,WI,43.066485,-88.475473,2021-01-01,,3641,Q107584102,,wikidata,,True,False,3,0,Wisconsin Brewing Company Park | Wisconsin Brewing Co. Park | Wisconsin Brewing Company Park at Lake Country Live
wd-Q107624189,Martha's Vineyard Skatepark,recreation,,no_place,MA,41.418813207,-70.593269496,2003-01-01,,,Q107624189,,wikidata,,False,False,2,0,Martha's Vineyard Skatepark | MV Skatepark
wd-Q107624247,Parisite DIY Skatepark,recreation,New Orleans,incorporated_places,LA,29.992169832,-90.073496484,,,,Q107624247,,wikidata,,False,False,4,0,Parisite DIY Skatepark | Parisite | Parisite DIY | Parisite DIY Skate Park
wd-Q107317474,Westwood Country Club,golf_course,Westwood,incorporated_places,MO,38.643333333,-90.436388888,,,,Q107317474,,wikidata,,False,True,1,0,Westwood Country Club
wd-Q107318736,American Bank Center Arena and Convention Center,arena,Corpus Christi,incorporated_places,TX,27.807856639,-97.393006498,,,,Q107318736,,wikidata,,True,False,1,0,American Bank Center Arena and Convention Center
wd-Q107320001,Hillcrest Country Club,golf_course,Vernon,incorporated_places,TX,34.160640792,-99.313787378,,,,Q107320001,,wikidata,,False,True,1,0,Hillcrest Country Club
wd-Q107320004,Wilbarger Memorial Coliseum,other,Vernon,incorporated_places,TX,34.149056003,-99.287822207,,,,Q107320004,,wikidata,,False,False,1,0,Wilbarger Memorial Coliseum
wd-Q107321158,Tomato Bowl Stadium,stadium,Jacksonville,incorporated_places,TX,31.961893493,-95.265816496,,,,Q107321158,way/304029941,wikidata,0.429,True,False,1,0,Tomato Bowl Stadium
wd-Q107322256,Grand Prairie AirHogs Baseball Park,other,Grand Prairie,incorporated_places,TX,32.768700012,-96.988115663,,,,Q107322256,,wikidata,,False,False,1,0,Grand Prairie AirHogs Baseball Park
wd-Q107323101,City of San Angelo Municipal Pool,aquatic_center,San Angelo,incorporated_places,TX,31.456247452,-100.433602007,,,,Q107323101,,wikidata,,False,False,1,0,City of San Angelo Municipal Pool
wd-Q107629381,The Podium,arena,Spokane,incorporated_places,WA,47.658889,-117.425,2021-12-01,,,Q107629381,way/894429019,wikidata,0.909,True,False,1,0,The Podium
wd-Q107630045,GreenCity Arena,stadium,,no_place,VA,37.640277777,-77.447222222,,,,Q107630045,,wikidata,,True,False,1,0,GreenCity Arena
wd-Q108016849,Nashville Street Circuit,racetrack,Nashville-Davidson metropolitan government (balance),incorporated_places,TN,36.162411111,-86.769466666,2021-01-01,,,Q108016849,,wikidata,,True,False,1,0,Nashville Street Circuit
wd-Q108044037,Lauridsen Skatepark,recreation,Des Moines,incorporated_places,IA,41.594166666,-93.619166666,,,,Q108044037,,wikidata,,False,False,1,0,Lauridsen Skatepark
wd-Q108075659,Lake Jackson Country Club,golf_course,Lake Jackson,wikidata_unverified,TX,,,,,,Q108075659,,wikidata,,False,False,1,0,Lake Jackson Country Club
wd-Q108075721,Riverside Country Club,golf_course,Lake Jackson,wikidata_unverified,TX,,,,,,Q108075721,,wikidata,,False,False,1,0,Riverside Country Club
wd-Q108075727,Sharpstown Country Club,golf_course,Houston,incorporated_places,TX,29.715954243,-95.578889584,,,,Q108075727,,wikidata,,False,False,1,0,Sharpstown Country Club
wd-Q108131632,CrossFit Mayhem,recreation,Cookeville,incorporated_places,TN,36.144989,-85.478965,,,,Q108131632,,wikidata,,False,False,1,0,CrossFit Mayhem
wd-Q108182681,Lewis Park,recreation,Minnesota,wikidata_unverified,MN,,,,,,Q108182681,,wikidata,,False,False,1,0,Lewis Park
wd-Q107139875,Lincoln Speedway,racetrack,,no_place,PA,39.870497,-76.994561,,,,Q107139875,,wikidata,,True,True,1,0,Lincoln Speedway
wd-Q1046228,Cary Hill,ski_resort,Fox River Grove,incorporated_places,,42.202391,-88.206409,,,,Q1046228,,wikidata,,False,False,1,0,Cary Hill
wd-Q100618063,141 Speedway,racetrack,,no_place,,44.2455,-88.2603,,,,Q100618063,,wikidata,,True,False,2,0,141 Speedway | Super 141 Speedway
wd-Q101008755,8th Transportation Brigade,other,,none,,,,1943-12-15,2010-08-05,,Q101008755,,wikidata,,False,False,4,0,8th Transportation Brigade | 8th Traffic Regulation Group | 8th Transportation Group | 8th Transportation Traffic Regulation Group
wd-Q102337324,Laguna Skate Garden,recreation,Sebastopol,incorporated_places,,38.405594432,-122.821096259,,,,Q102337324,,wikidata,,False,False,6,0,Laguna Skate Garden | Laguna Skategarden Park | Laguna Skategarden Skatepark | Sebastopol Skate Garden | Sebastopol Skate Park | Skategarden park
wd-Q104414222,White House swimming pool,aquatic_center,Washington,incorporated_places,,38.896944444,-77.037777777,,,,Q104414222,,wikidata,,False,False,1,0,White House swimming pool
wd-Q104418017,White House tennis court,other,"Washington, D.C.",wikidata_unverified,,,,,,,Q104418017,,wikidata,,False,False,1,0,White House tennis court
wd-Q104623504,Horning's Hideout - Highland DGC,golf_course,,none,,,,,,,Q104623504,,wikidata,,False,False,6,0,Horning's Hideout - Highland DGC | Highland at Horning's Hideout | Highland at Hornings Hideout | Horning's Hideout Disc Golf Course | Horning's Hideout Highland DGC | Horning's Hideout Highland Disc Golf Course
wd-Q104764452,Lydle Gulch - Gold Disc Golf Course,golf_course,,no_place,,43.5196726,-116.0564152,2012-01-01,,,Q104764452,,wikidata,,False,False,3,0,Lydle Gulch - Gold Disc Golf Course | Lydle Gulch - Gold DGC | Lydle Gulch Gold
wd-Q104774934,Francis E. Walter Dam Disc Golf Course,golf_course,,none,,,,,,,Q104774934,,wikidata,,False,False,7,0,Francis E. Walter Dam Disc Golf Course | F.E.W. DGC | F.E.W. Disc Golf Course | FEW DGC | FEW Disc Golf Course | Francis E Walter Dam DGC | Francis E. Walter Dam DGC
wd-Q104775142,Black Butte Lake Disc Golf Course,golf_course,,none,,,,2009-01-01,,,Q104775142,,wikidata,,False,False,4,0,Black Butte Lake Disc Golf Course | Black Butte DGC | Black Butte Disc Golf Course | Black Butte Lake DGC
wd-Q104775234,Walnut Ridge Disc Golf Course,golf_course,,none,,,,,,,Q104775234,,wikidata,,False,False,2,0,Walnut Ridge Disc Golf Course | Walnut Ridge DGC
wd-Q104853297,Buffalo RiverWorks,other,Buffalo,incorporated_places,,42.870111111,-78.872083333,,,6000,Q104853297,way/484216907,wikidata,0.095,True,False,4,0,Buffalo RiverWorks | Buffalo River Works | River Works | RiverWorks
wd-Q104868005,Kingston Stadium,stadium,Cedar Rapids,incorporated_places,,41.967411111,-91.690113888,,,,Q104868005,,wikidata,,True,False,1,0,Kingston Stadium
wd-Q104880728,U.S. Army Fort Richardson Biathlon Training Center,recreation,Anchorage,incorporated_places,,61.2359,-149.6332,,,,Q104880728,,wikidata,,False,False,1,0,U.S. Army Fort Richardson Biathlon Training Center
wd-Q104898220,Abenaqui Country Club,golf_course,,no_place,,42.9774,-70.7761,,,,Q104898220,,wikidata,,False,False,1,0,Abenaqui Country Club
wd-Q104901836,Fonda Speedway,racetrack,Fonda,incorporated_places,,42.95311,-74.3713369,,,,Q104901836,,wikidata,,True,False,1,0,Fonda Speedway
wd-Q104901837,Dog Track Speedway,racetrack,Moyock,census_designated_places,,36.5454,-76.1925,,,,Q104901837,,wikidata,,True,False,1,0,Dog Track Speedway
wd-Q105044497,Scantlebury Skate Park,recreation,New Haven,incorporated_places,,41.31301,-72.928341,,,,Q105044497,,wikidata,,False,False,1,0,Scantlebury Skate Park
wd-Q105046139,Leverone Field House,other,Hanover,census_designated_places,,43.70091,-72.28271,,,,Q105046139,,wikidata,,False,False,1,0,Leverone Field House
wd-Q105226156,SDSU Sports Deck,stadium,San Diego,incorporated_places,,32.77248953,-117.0765617,,,,Q105226156,,wikidata,,True,False,3,0,SDSU Sports Deck | SDSU Soccer Stadium | San Diego State Soccer Stadium
wd-Q105409526,Kill Cliff FC,recreation,,none,,,,,,,Q105409526,,wikidata,,False,False,4,0,Kill Cliff FC | Hard Knocks 365 | Kill Cliff | Sanford MMA
wd-Q105724820,Naval Training Center Orlando,other,Orlando,incorporated_places,,28.545556,-81.333056,1940-01-01,,,Q105724820,,wikidata,,False,False,2,0,Naval Training Center Orlando | NTC Orlando
wd-Q105883515,Bousquet Mountain,ski_resort,Pittsfield,incorporated_places,,42.4171,-73.2788,,,,Q105883515,,wikidata,,False,False,1,0,Bousquet Mountain
wd-Q105968858,Stone Mountain Park Velodrome,arena,,none,,,,,,,Q105968858,,wikidata,,True,False,1,0,Stone Mountain Park Velodrome
wd-Q106041132,Sandia Peak Ski Area,ski_resort,,no_place,,35.207005555,-106.413447222,,,,Q106041132,,wikidata,,False,False,1,0,Sandia Peak Ski Area
wd-Q106178840,Ski Cloudcroft,ski_resort,Cloudcroft,incorporated_places,,32.950708333,-105.707241666,,,,Q106178840,,wikidata,,False,False,1,0,Ski Cloudcroft
wd-Q106488855,White House putting green,other,,none,,,,,,,Q106488855,,wikidata,,False,False,1,0,White House putting green
wd-Q106544792,Miami International Autodrome,racetrack,Miami Gardens,incorporated_places,,25.958055555,-80.238888888,,,,Q106544792,way/1017340360,wikidata,0.113,True,False,2,0,Miami International Autodrome | Miami street circuit
wd-Q106817931,South Florida Bulls golf,golf_course,,none,,,,,,,Q106817931,,wikidata,,False,False,2,0,South Florida Bulls golf | USF Bulls golf
wd-Q106993491,Dacotah Bank Stadium,stadium,Aberdeen,incorporated_places,,45.448611111,-98.48,,,,Q106993491,,wikidata,,True,False,1,0,Dacotah Bank Stadium
wd-Q107095722,Meyer Speedway,racetrack,,none,,,,,,,Q107095722,,wikidata,,True,False,1,0,Meyer Speedway
wd-Q107101614,ProSkate Ice Arena,arena,,no_place,,40.415437,-74.528188,,,,Q107101614,,wikidata,,True,False,1,0,ProSkate Ice Arena
wd-Q107211054,Yale Golf Team,golf_course,,none,,,,,,,Q107211054,,wikidata,,False,False,1,0,Yale Golf Team
wd-Q107283937,Sunset Hill Golf Club,golf_course,,no_place,,41.451649,-73.385635,,,,Q107283937,,wikidata,,False,False,1,0,Sunset Hill Golf Club
wd-Q107289167,Chelsea Pool,aquatic_center,,none,,,,,,,Q107289167,,wikidata,,False,False,2,0,Chelsea Pool | Bamboo Pool
wd-Q107358423,Municipal Arena,arena,,none,,,,,,,Q107358423,,wikidata,,True,False,4,0,Municipal Arena | Kansas City Municipal Arena | Kansas City Municipal Auditorium Arena | Municipal Auditorium Arena
wd-Q107359313,Trinidad Pavilion,arena,,none,,,,,,,Q107359313,,wikidata,,True,False,1,0,Trinidad Pavilion
wd-Q107378912,Booker T. Washington Playground,recreation,New York,incorporated_places,,40.801313,-73.964131,,,,Q107378912,,wikidata,,False,False,1,0,Booker T. Washington Playground
wd-Q107378926,outdoor gym Rutgers St dark esplanade,recreation,New York,incorporated_places,,40.7101,-73.9893,,,,Q107378926,,wikidata,,False,False,1,0,outdoor gym Rutgers St dark esplanade
wd-Q107378944,"outdoor gym Samuel N. Bennerson 2nd Playground, Amsterdam Houses",recreation,New York,incorporated_places,,40.773892,-73.986813,,,,Q107378944,,wikidata,,False,False,1,0,"outdoor gym Samuel N. Bennerson 2nd Playground, Amsterdam Houses"
wd-Q107378968,outdoor gym Parkside Playground,recreation,New York,incorporated_places,,40.656552,-73.954419,,,,Q107378968,,wikidata,,False,False,1,0,outdoor gym Parkside Playground
wd-Q107529052,Schoenecker Arena,arena,St. Paul,incorporated_places,,44.943562,-93.190438,,,1800,Q107529052,,wikidata,,True,False,4,0,Schoenecker Arena | AARC | Anderson Athletic and Recreation Complex | Steve Fritz court
wd-Q107582581,Qubein Center,arena,High Point,incorporated_places,,35.978562,-79.996562,,,4200,Q107582581,,wikidata,,True,False,2,0,Qubein Center | Nido and Mariana Qubein Arena and Conference Center
wd-Q108208056,Salem Armory Auditorium,arena,Salem,incorporated_places,,44.957611111,-123.010777777,,,,Q108208056,,wikidata,,True,False,1,0,Salem Armory Auditorium
wd-Q108377164,Chippewa Falls Ski Jump,ski_resort,Chippewa Falls,incorporated_places,,44.935055555,-91.390722222,,,,Q108377164,,wikidata,,False,False,1,0,Chippewa Falls Ski Jump
wd-Q108541997,Koch Diamond,ballpark,St. Paul,incorporated_places,,44.945179,-93.190971,2006-04-22,,,Q108541997,,wikidata,,True,False,1,0,Koch Diamond
wd-Q108623334,Brooks Gym,arena,Johnson City,incorporated_places,,36.303201546,-82.370618994,,,2476,Q108623334,,wikidata,,True,True,3,0,Brooks Gym | J. Madison Brooks Gymnasium | Memorial Hall
wd-Q108670872,Washington Park Skate Park,recreation,,none,,,,,,,Q108670872,,wikidata,,False,False,4,0,Washington Park Skate Park | 51 | 51 skatepark | Washington Park Skatepark
wd-Q108687051,Forrest L. Vosler Non-Commissioned Officer Academy,other,,none,,,,,,,Q108687051,,wikidata,,False,False,1,0,Forrest L. Vosler Non-Commissioned Officer Academy
wd-Q108781978,Freeman's Park,ballpark,Oakland,incorporated_places,,37.843,-122.284,,,,Q108781978,,wikidata,,True,False,1,0,Freeman's Park
wd-Q108816909,VASA Fitness,recreation,,none,,,,,,,Q108816909,,wikidata,,False,False,1,0,VASA Fitness
wd-Q108862291,Goldfarb Gymnasium,recreation,Baltimore,incorporated_places,,39.332615163,-76.620823219,,,,Q108862291,,wikidata,,False,False,1,0,Goldfarb Gymnasium
wd-Q108882545,Rockin' Jump,other,,none,,,,2010-01-01,,,Q108882545,,wikidata,,False,False,1,0,Rockin' Jump
wd-Q108899087,Douglas County Speedway,racetrack,,no_place,,43.196464,-123.35793,,,,Q108899087,,wikidata,,True,False,1,0,Douglas County Speedway
wd-Q109107407,Harry Della Russo Stadium,stadium,Revere,incorporated_places,,42.412134415,-71.0155516,,,,Q109107407,,wikidata,,True,False,1,0,Harry Della Russo Stadium
wd-Q109108523,PAAL Football Fields,other,Columbus,incorporated_places,,39.146956268,-85.922211784,,,,Q109108523,,wikidata,,False,False,1,0,PAAL Football Fields
wd-Q109108558,John Perry & Stephen A. Kaplanis Memorial Fields,stadium,Danbury,incorporated_places,,41.382348505,-73.440132915,,,,Q109108558,,wikidata,,True,False,1,0,John Perry & Stephen A. Kaplanis Memorial Fields
wd-Q109108638,"The St. James Sports, Wellness and Entertainment Complex",other,Annandale,census_designated_places,,38.819803062,-77.18668757,,,,Q109108638,,wikidata,,False,False,1,0,"The St. James Sports, Wellness and Entertainment Complex"
wd-Q109152752,The Hawk Community Center,other,Farmington Hills,incorporated_places,,42.498092074,-83.346089427,,,,Q109152752,,wikidata,,False,False,1,0,The Hawk Community Center
wd-Q109153857,Bakersfield West High School,other,Bakersfield,incorporated_places,,35.346901539,-119.060680884,,,,Q109153857,,wikidata,,False,False,1,0,Bakersfield West High School
wd-Q109154304,Arthur Halle Stadium,stadium,Memphis,incorporated_places,,35.079228184,-89.881545392,,,,Q109154304,,wikidata,,True,False,1,0,Arthur Halle Stadium
wd-Q109154488,Ted Hendricks Stadium,stadium,Hialeah,incorporated_places,,25.865956238,-80.284513105,,,,Q109154488,,wikidata,,True,False,1,0,Ted Hendricks Stadium
wd-Q109154849,5 Star Stadium,stadium,Thornton,incorporated_places,,39.866879654,-104.975661107,,,,Q109154849,,wikidata,,True,False,1,0,5 Star Stadium
wd-Q109154952,Kuhlman Stadium in Edina & Tiger Stadium,stadium,Edina,incorporated_places,,44.89855449,-93.347278115,,,,Q109154952,,wikidata,,True,False,1,0,Kuhlman Stadium in Edina & Tiger Stadium
wd-Q109155056,San Antonio Field,stadium,Hattiesburg,incorporated_places,,31.327522063,-89.299531201,,,,Q109155056,,wikidata,,True,False,1,0,San Antonio Field
wd-Q109155227,Lighthouse Christian School,other,Nashville-Davidson metropolitan government (balance),incorporated_places,,36.052848641,-86.672990976,,,,Q109155227,,wikidata,,False,False,1,0,Lighthouse Christian School
wd-Q109252153,Joe W. Brown Park,stadium,New Orleans,incorporated_places,,30.029999202,-89.9668714,,,,Q109252153,,wikidata,,True,True,1,0,Joe W. Brown Park
wd-Q109252155,Aviator Sports & Events Center,other,New York,incorporated_places,,40.590362869,-73.899312892,,,,Q109252155,,wikidata,,False,False,1,0,Aviator Sports & Events Center
wd-Q109252217,Frank Goddard Memorial Stadium,stadium,,no_place,,47.886315962,-122.236113215,,,,Q109252217,,wikidata,,True,False,1,0,Frank Goddard Memorial Stadium
wd-Q109252224,Walnut Community Center,other,Sunrise Manor,census_designated_places,,36.216285407,-115.089816746,,,,Q109252224,,wikidata,,False,False,1,0,Walnut Community Center
wd-Q109252239,Lafayette Christian Academy,other,Lafayette,incorporated_places,,30.256531924,-92.031580253,,,,Q109252239,,wikidata,,False,False,1,0,Lafayette Christian Academy
